SYMBOL,shControl,shNRF2,shMLL1,shUTX,Cluster,ROS hallmark,MLL1,H3K4,UTX,H3K27,CHE
PSAP,4.561279621,-0.736876987,0.43972604,0.206184333,cluster1,,0,1,0,0,0
PIGW,4.561279621,0,0.447734443,0.7471129,cluster1,,0,0,0,0,0
MLLT11,5.530397833,0.185844764,0.455219313,-0.296724316,cluster1,,0,0,0,0,0
ZNF654,1.808911094,-0.043341194,0.462579099,0.094344543,cluster1,,0,0,0,0,0
PCDHGB4,4.561279621,-0.768283876,0.463430162,0.483497545,cluster1,,0,0,0,0,0
CCDC195,4.960958855,-3.997903788,0.464240022,-0.220671273,cluster1,,0,0,0,0,0
CD8B,1.055674666,-0.690952915,0.487305877,1.74990945,cluster1,,0,0,0,0,0
PXYLP1,1.427956397,-0.23332918,0.500977162,0.012557597,cluster1,,0,0,0,0,0
GCLM,3.138986298,3.261026801,0.502348591,-1.040218883,cluster1,ROS,0,1,0,1,1
ATP5F1A,5.530397833,1.098258531,-0.333655859,0.583961107,cluster1,,1,0,0,0,0
IQCA1L,2.496702178,0.191467158,0.507496573,-0.277209723,cluster1,,0,0,0,0,0
VPS33B,1.149693869,-0.05048347,0.514203419,0.173298534,cluster1,,1,0,0,0,0
ITGB7,4.561279621,0.361207661,0.517922107,0.533431446,cluster1,,0,0,0,0,0
NLRC3,3.138986298,-1.291421205,0.521764458,1.141618084,cluster1,,0,0,0,0,0
PHF8,1.02777824,0.04421935,0.526639851,0.040938344,cluster1,,0,0,0,0,0
SH3BGRL2,1.661586733,0.172380797,0.55382491,-0.465981316,cluster1,,0,0,0,0,0
AP2B1,1.292996796,0.219596215,0.55594771,0.011544301,cluster1,,1,0,0,0,0
RBM33,4.561279621,-3.997903788,0.557124756,-0.086631745,cluster1,,0,0,0,0,0
TERF2IP,1.466262526,0.305876552,0.560576507,-0.342257352,cluster1,,0,0,0,0,0
C2CD5,5.273592895,3.261026801,0.592021412,0.088131242,cluster1,,0,0,0,0,0
SLC7A9,1.050577265,0.389002265,0.592739952,3.11187958,cluster1,,0,0,0,0,0
PTPN14,1.379419923,0.229179239,-0.069194522,0.583961107,cluster1,,0,0,1,0,0
GCLC,1.430358887,-1.691005627,0.599519539,0,cluster1,ROS,0,1,0,0,1
LONP2,4.561279621,-4.552448006,0.603513416,-0.074964113,cluster1,,0,0,0,0,0
EVC,1.100681783,0.171350652,0.608253296,-0.009335643,cluster1,,0,0,0,0,0
RAB3GAP1,1.556771889,0.174727991,0.612301285,0.127531363,cluster1,,0,0,0,0,0
POGZ,1.351771294,-0.073788901,0.617495478,0,cluster1,,0,0,0,0,0
MRPS25,1.162643946,0.662481997,0.622660162,0,cluster1,,0,0,0,0,0
LMBR1L,1.936026974,-0.356788647,0.632489022,-3.231044725,cluster1,,0,1,0,1,0
PYCR2,4.561279621,4.183748551,0.641618324,-0.03873052,cluster1,,0,0,0,0,0
MSH5,4.561279621,-4.552448006,0.149981531,0.595527599,cluster1,,0,0,0,0,0
PCDHGB2,4.960958855,0.175536781,0.728484708,0.64565498,cluster1,,0,0,0,0,0
MYO6,1.20787212,0.330476375,-0.295508375,0.678946766,cluster1,,1,0,0,0,0
OSBPL1A,4.561279621,0,0.642554128,0,cluster1,,0,0,0,0,0
ARVCF,2.248691199,-0.435136368,0.64303067,-1.040218883,cluster1,,0,0,0,0,0
ABCC12,1.782812145,3.261026801,-3.063797244,0.794884425,cluster3,,0,0,1,0,0
EMP1,1.082346988,0.053981117,0.651865934,3.11187958,cluster1,,0,1,0,0,0
GNPNAT1,1.037349472,0.132941924,0.653988304,-0.321321375,cluster1,,0,0,0,0,0
ARID1B,1.266073236,0.302589752,0.655516378,0.794884425,cluster1,,0,1,0,0,0
MANF,4.960958855,0.185844764,0.65986204,0,cluster1,,0,0,0,0,0
CELF6,1.266370602,0.425227834,0.674785365,0,cluster1,,0,0,1,0,0
SLC22A14,4.561279621,4.183748551,0.679841,3.11187958,cluster1,,0,0,0,0,0
FFAR4,1.160675911,0.109894945,1.147135302,-0.081201642,cluster3,,0,1,0,1,0
FZD6,1.153651525,0.01177259,1.179834507,-0.639007232,cluster3,,0,0,0,0,0
PEX10,2.68598855,-0.090925895,1.196602915,-0.700968949,cluster3,,0,0,0,0,0
NHSL1,5.748324108,-0.21002887,1.405561811,-0.132863472,cluster3,,0,0,0,0,0
MRPL51,5.273592895,0.762759879,0.687248651,-0.231586949,cluster1,,0,0,0,0,0
RB1,5.530397833,-3.08549002,0.182155429,0.794884425,cluster1,,0,0,0,0,0
MIF4GD,2.496702178,1.145595798,0.69149747,0,cluster1,,0,0,0,0,0
H2BU1,2.080998824,0.601571501,0.163562766,1.214607516,cluster4,,0,0,0,0,0
AKAP5,1.999091244,0.477877054,1.94026043,4.581064655,cluster3,,0,0,0,0,0
CDAN1,1.155194127,-0.059171308,0.726088742,0,cluster1,,0,0,0,0,0
BEX5,2.513452682,0.433906889,0.727468649,0.111593779,cluster1,,0,0,0,0,0
CHD9,1.300630309,-0.064027961,0.727810565,-0.429642647,cluster1,,0,1,0,0,0
FGG,2.54254449,0.301563388,-0.25689654,1.74990945,cluster4,,0,0,0,0,0
JMJD6,4.561279621,0,0.747647237,0,cluster1,,0,0,0,0,0
ABLIM3,1.18409034,0.196841714,0.769315167,0.143774279,cluster1,,0,1,0,0,0
ULBP1,1.381411799,0.362031175,0.772323251,-0.046860085,cluster1,,0,0,0,0,0
PLPP4,1.063571518,0.208296866,2.176446434,5.550607958,cluster3,,0,0,0,0,0
TRIM33,1.479909163,-0.276286945,0.778881374,5.293716546,cluster1,,0,0,0,0,0
ZNF251,1.20196883,0.195563443,-3.063797244,2.12311007,cluster3,,0,0,0,0,0
BRD3,1.085523233,-0.114204247,0.791940321,-0.168072856,cluster1,,0,1,0,0,0
FAM83E,2.496702178,0.505208938,0.794848298,-0.126169312,cluster1,,0,0,0,0,0
RBMS1,1.451873016,-0.117272477,0.794848298,-0.392594459,cluster1,,0,0,0,0,0
MARCHF7,4.561279621,-3.08549002,0.797808633,0,cluster1,,0,0,0,0,0
SYNJ1,1.231934932,0.307732256,0.821656213,0.068548609,cluster1,,0,0,0,0,0
RESP18,1.229392001,-0.054675915,0.871843006,-0.134017949,cluster1,,0,0,0,1,0
TRAF4,1.26915952,0.06297908,-3.063797244,3.11187958,cluster3,,0,0,1,0,0
NDE1,1.079234776,0.013465464,2.421547269,3.11187958,cluster3,,0,1,0,0,0
CENPF,1.834749547,0.710943628,0.910648997,0,cluster1,,0,0,0,1,0
MAP3K21,1.067427725,0.476995475,0.93908266,-0.057476344,cluster1,,0,0,0,0,0
PGA4,1.181991314,-0.329269341,0.942428946,-0.104794458,cluster1,,0,0,0,0,0
TLR10,5.273592895,-0.06413317,2.421547269,-0.060478275,cluster3,,0,0,0,0,0
MTHFD1,1.047567917,0.365427928,0.956453393,-3.231044725,cluster1,,0,1,0,0,0
DSPP,1.644319183,-0.169039411,0.956453393,-0.092641788,cluster1,,0,0,0,0,0
ST8SIA2,5.530397833,0.191467158,1.01434644,-0.018387846,cluster1,,0,1,0,0,0
GPR6,1.139600892,-0.008969921,1.01434644,0.056831227,cluster1,,0,0,0,0,0
ZSCAN25,1.362313193,0.184310449,3.286805581,-0.077451388,cluster3,,0,0,0,0,0
NGF,2.455144082,0.981222741,1.033320729,0,cluster1,,0,0,0,0,0
MTRNR2L10,4.960958855,-4.552448006,1.147135302,0.397170921,cluster1,,0,0,0,0,0
CD68,4.960958855,1.656513537,1.147135302,-0.126169312,cluster1,,0,0,0,0,0
LCMT2,1.850172316,-0.397287173,3.286805581,0.169909559,cluster3,,0,0,0,0,0
CCDC12,5.93761048,3.261026801,1.147135302,0.227803702,cluster1,,0,1,0,0,0
ADH1C,4.960958855,0,1.147135302,-0.214734801,cluster1,,0,0,0,0,0
BBS9,4.561279621,-0.368699455,1.153356158,0,cluster1,,0,0,1,0,0
PRSS54,1.498245342,0.347156736,1.188442793,0.044599471,cluster1,,0,0,0,1,0
AK4,1.855521458,-0.562044249,3.286805581,1.35001993,cluster3,,0,0,0,0,0
TPM1,1.645740192,0.258155399,1.196602915,-0.034090105,cluster1,,1,1,0,1,0
PPP1R36,1.844243462,0.253167962,3.286805581,4.02592915,cluster3,,0,0,0,1,0
ZSWIM8,5.530397833,4.183748551,1.214110314,-0.606152608,cluster1,,0,0,0,0,0
EGFR,1.44585935,0.143023797,-1.587487653,3.11187958,cluster3,,0,0,1,0,0
SLAIN1,1.697209502,-0.217343957,3.286805581,-0.128690785,cluster3,,0,0,0,0,0
TXN,1.130088054,0.135920072,1.300034015,0.794884425,cluster1,ROS,0,1,0,0,1
XCR1,1.845746252,0.197001854,3.286805581,-1.108963656,cluster3,,0,0,0,0,0
NCKAP5,4.561279621,-3.08549002,1.364534164,-0.331958846,cluster1,,0,0,0,0,0
CCL25,2.193899735,-0.216039653,1.381257109,0.128254314,cluster1,,0,0,0,0,0
RPLP0,1.161245811,0.001296914,1.510502179,0.058111335,cluster1,,0,0,1,0,0
IVNS1ABP,4.561279621,0,1.566845705,0,cluster1,,1,0,0,0,0
GJB2,1.45906133,-0.34728454,1.986698152,-0.151421675,cluster1,,0,1,0,1,0
CPT1B,4.561279621,4.183748551,2.076282814,-0.155039796,cluster1,,0,0,0,0,0
LNP1,1.273472474,0.196375318,2.107648005,0.639516849,cluster1,,0,0,0,0,0
NFE2L2,3.263083527,0,2.107648005,0.021960028,cluster1,ROS,1,1,1,1,1
POMC,1.161726339,-0.134580306,2.176446434,0,cluster1,,0,0,0,0,0
LRRC47,1.45277801,-0.001859888,2.858525595,0,cluster1,,0,1,0,0,0
ACAT1,1.74977721,-0.085614519,3.286805581,0.020581494,cluster3,,0,0,0,0,0
OR7A5,1.181991314,-1.162597104,3.286805581,0.149584112,cluster1,,0,0,0,0,0
RGS9,1.423905611,-0.291648273,3.286805581,-0.030947276,cluster1,,0,1,0,0,0
ADGRF3,1.897075157,-1.555524194,3.286805581,-1.108963656,cluster1,,0,1,0,1,0
CEACAM5,5.530397833,-3.997903788,3.286805581,0.135586657,cluster1,,0,0,0,0,0
ZFAT,1.204852657,0.440034301,3.286805581,0,cluster1,,0,0,0,0,0
SNPH,1.064703958,-0.621166769,3.286805581,-0.029418304,cluster1,,0,1,0,0,0
DGKK,1.540857125,-0.924253659,3.286805581,0.657371898,cluster1,,0,0,0,0,0
KRTAP9-9,1.541281031,-0.053267947,3.286805581,0.330184611,cluster3,,0,0,0,0,0
ARHGEF28,4.561279621,3.261026801,3.286805581,-0.751908503,cluster1,,0,0,0,0,0
TMOD2,1.825695382,0.301756436,0.392791798,3.11187958,cluster4,,0,0,0,1,0
C10orf105,5.273592895,0.85833744,3.286805581,-0.849571272,cluster1,,0,0,0,0,0
TASOR2,1.499407805,0.138015109,1.002152917,3.11187958,cluster3,,1,0,0,0,0
TSPOAP1,1.285575629,-0.145554387,4.210932547,3.11187958,cluster4,,0,0,0,0,0
SSUH2,5.530397833,1.098258531,3.286805581,-0.128690785,cluster1,,0,0,0,0,0
FAM168A,2.278775903,-0.768283876,3.286805581,0,cluster1,,0,0,0,0,0
MTRNR2L11,2.278775903,0.744099769,3.286805581,0.241605484,cluster1,,0,0,0,0,0
MAP4K3,1.191822819,-0.311166175,4.210932547,-0.015567019,cluster3,,0,0,0,0,0
SELE,1.522929899,0.59105158,3.286805581,-0.126169312,cluster1,,0,0,0,0,0
TC2N,2.080998824,-0.329269341,3.286805581,-0.075143936,cluster1,,0,0,0,0,0
CLSPN,1.131062826,0.433587334,4.210932547,0,cluster3,,0,0,0,0,0
SOD2,1.714542395,0.059233024,3.286805581,0.127531363,cluster1,ROS,1,0,0,0,1
SDE2,4.960958855,0.175536781,3.286805581,0,cluster1,,1,1,0,0,0
SPTA1,4.561279621,0,3.286805581,-0.157538836,cluster1,,0,0,0,0,0
C11orf54,4.960958855,0.175536781,3.286805581,-1.113887143,cluster1,,0,0,0,0,0
FSIP2,1.931093351,-0.024480439,3.286805581,0.049586973,cluster1,,0,0,0,0,0
PRC1,1.247817358,-0.297507222,4.210932547,-0.235768611,cluster3,,0,0,0,0,0
MLKL,1.028898607,0.059023474,-0.360971343,4.02592915,cluster4,,1,0,0,0,0
CADM4,4.561279621,0.175536781,3.98487851,0.003413987,cluster1,,0,0,0,0,0
METTL3,2.455144082,0.344899365,0,4.02592915,cluster4,,1,0,0,0,0
LUC7L2,1.290669527,-0.569855773,4.210932547,-0.128690785,cluster3,,1,0,0,0,0
GOT2,1.173961078,-0.373430224,4.210932547,-3.231044725,cluster1,,1,0,0,0,0
TMEM235,2.650091546,0.19615245,4.210932547,-0.251960196,cluster3,,0,0,0,0,0
ARPC4,1.076449543,-0.384251463,4.210932547,-0.202397385,cluster1,,0,0,0,0,0
CPB1,1.522929899,-0.302414132,5.171445249,-0.074922206,cluster1,,0,0,0,0,0
TTN,2.853295807,1.098258531,4.769690633,0.157768359,cluster3,,0,0,0,0,0
COMP,5.273592895,3.261026801,5.961540486,-0.015386835,cluster1,,0,1,0,0,0
COLGALT2,5.530397833,-2.667511153,-3.063797244,0.299990012,cluster2,,0,1,0,0,0
ERVV-2,1.341462054,-1.082247715,-0.163905701,-0.24752213,cluster2,,0,0,0,0,0
GFRA3,4.960958855,-4.952032428,-0.151855764,-0.119165145,cluster2,,0,0,0,0,0
CLTB,1.171475477,-1.639491467,-0.118247449,1.398509496,cluster2,,0,1,0,0,0
ZNFX1,2.0029488,-1.68083255,-0.021607052,0,cluster2,,0,0,0,0,0
LSP1,4.561279621,-1.080860045,0,-0.016191754,cluster2,ROS,0,0,0,1,1
CRPPA,6.254823211,-1.249870808,0,-0.20183134,cluster2,,0,1,0,0,0
PGBD1,2.561017725,-1.912080132,0.121879717,-3.231044725,cluster2,,0,0,0,0,0
SNX3,3.483220181,-1.639491467,0.225372314,-0.004275013,cluster2,,0,1,0,0,0
IQCG,1.591838462,-1.874826637,0.250340748,-0.126169312,cluster2,,0,1,1,0,0
MYH10,2.0029488,-1.017881962,0.344056461,-3.231044725,cluster2,,0,0,0,0,0
NANOS1,1.308068851,-1.36709077,-3.063797244,0.41777172,cluster2,,0,0,0,0,0
SYT15,2.118393997,-1.207053053,0.104691987,0.58357794,cluster2,,0,1,0,0,0
GOLGA6D,4.561279621,-2.667511153,0.591959465,-0.027978716,cluster2,,0,0,1,0,0
UCK2,4.561279621,-4.952032428,0.638733609,0,cluster2,,0,0,0,0,0
KRTDAP,2.101581178,-1.574483126,1.196602915,0.051544279,cluster2,,0,0,0,0,0
C2orf68,1.015393844,-1.03347312,0.268905431,4.02592915,cluster2,,0,0,0,0,0
